system:index,sst,.geo
20180813_0,96,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180814_0,93,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180815_0,86,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180816_0,84,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180817_0,78,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180818_0,75,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180819_0,70,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180820_0,73,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180821_0,83,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180822_0,89,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180823_0,112,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180824_0,127,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180825_0,132,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180826_0,133,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180827_0,58,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180828_0,69,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180829_0,-25,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180830_0,10,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180831_0,37,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180901_0,56,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180902_0,68,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180903_0,74,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180904_0,35,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180905_0,3,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180906_0,-23,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180907_0,-39,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180908_0,-39,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180909_0,-71,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180910_0,-91,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180911_0,-70,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180912_0,-62,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180913_0,-58,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180914_0,-30,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180915_0,-25,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180916_0,-27,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180917_0,-9,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180918_0,15,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180919_0,14,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180920_0,6,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180921_0,2,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180922_0,-4,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180923_0,-15,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180924_0,-40,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180925_0,-70,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180926_0,-97,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180927_0,-117,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180928_0,-126,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180929_0,-137,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180930_0,-142,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181001_0,-143,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181002_0,-143,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181003_0,-143,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181004_0,-144,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181005_0,-146,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181006_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181007_0,-158,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181008_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181009_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181010_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181011_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181012_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181013_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181014_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181015_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181016_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181017_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181018_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181019_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181020_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181021_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181022_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181023_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181024_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181025_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181026_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181027_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181028_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181029_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181030_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181031_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181101_0,-158,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181102_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181103_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181104_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181105_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181106_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181107_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181108_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181109_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181110_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181111_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181112_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181113_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181114_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181115_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181116_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181117_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181118_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181119_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181120_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181121_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181122_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181123_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181124_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181125_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181126_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181127_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181128_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181129_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181130_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181201_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181202_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181203_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181204_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181205_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181206_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181207_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181208_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181209_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181210_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181211_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181212_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181213_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181214_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181215_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181216_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181217_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181218_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181219_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181220_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181221_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181222_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181223_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181224_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181225_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181226_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181227_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181228_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181229_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181230_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20181231_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190101_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190102_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190103_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190104_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190105_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190106_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190107_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190108_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190109_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190110_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190111_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190112_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190113_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190114_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190115_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190116_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190117_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190118_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190119_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190120_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190121_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190122_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190123_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190124_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190125_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190126_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190127_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190128_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190129_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190130_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190131_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190201_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190202_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190203_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190204_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190205_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190206_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190207_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190208_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190209_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190210_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190211_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190212_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190213_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190214_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190215_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190216_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190217_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190218_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190219_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190220_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190221_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190222_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190223_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190224_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190225_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190226_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190227_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190228_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190301_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190302_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190303_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190304_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190305_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190306_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190307_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190308_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190309_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190310_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190311_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190312_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190313_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190314_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190315_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190316_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190317_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190318_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190319_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190320_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190321_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190322_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190323_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190324_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190325_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190326_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190327_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190328_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190329_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190330_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20190331_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
