system:index,sst,.geo
20170105_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170106_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170107_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170108_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170109_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170110_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170111_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170112_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170113_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170114_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170115_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170116_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170117_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170118_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170119_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170120_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170121_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170122_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170123_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170124_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170125_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170126_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170127_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170128_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170129_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170130_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170131_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170201_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170202_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170203_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170204_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170205_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170206_0,-180,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170207_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170208_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170209_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170210_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170211_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170212_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170213_0,-120,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170214_0,-109,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170215_0,-109,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170216_0,-111,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170217_0,-124,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170218_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170219_0,-150,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170220_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170221_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170222_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170223_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170224_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170225_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170226_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170227_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170228_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170301_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170302_0,-146,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170303_0,-136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170304_0,-135,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170305_0,-137,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170306_0,-145,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170307_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170308_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170309_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170310_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170311_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170312_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170313_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170314_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170315_0,-163,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170316_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170317_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170318_0,-154,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170319_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170320_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170321_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170322_0,-154,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170323_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170324_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170325_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170326_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170327_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170328_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170329_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170330_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170331_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170401_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170402_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170403_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170404_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170405_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170406_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170407_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170408_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170409_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170410_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170411_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170412_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170413_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170414_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170415_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170416_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170417_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170418_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170419_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170420_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170421_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170422_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170423_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170424_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170425_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170426_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170427_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170428_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170429_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170430_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170501_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170502_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170503_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170504_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170505_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170506_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170507_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170508_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170509_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170510_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170511_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170512_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170513_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170514_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170515_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170516_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170517_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170518_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170519_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170520_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170521_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170522_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170523_0,-164,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170524_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170525_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170526_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170527_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170528_0,-164,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170529_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170530_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170531_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170601_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170602_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170603_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170604_0,-164,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170605_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170606_0,-148,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170607_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170608_0,-133,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170609_0,-122,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170610_0,-117,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170611_0,-111,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170612_0,-99,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170613_0,-87,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170614_0,-69,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170615_0,-52,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170616_0,-44,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170617_0,-40,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170618_0,-36,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170619_0,-34,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170620_0,-28,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170621_0,-17,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170622_0,0,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170623_0,17,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170624_0,29,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170625_0,41,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170626_0,48,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170627_0,66,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170628_0,88,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170629_0,101,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170630_0,103,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170701_0,103,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170702_0,102,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170703_0,105,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170704_0,108,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170705_0,105,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170706_0,104,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170707_0,105,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170708_0,109,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170709_0,123,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170710_0,141,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170711_0,132,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170712_0,121,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170713_0,137,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170714_0,121,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170715_0,119,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170716_0,124,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170717_0,128,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170718_0,134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170719_0,136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170720_0,136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170721_0,138,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170722_0,133,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170723_0,79,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170724_0,95,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170725_0,113,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170726_0,122,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170727_0,184,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170728_0,222,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170729_0,207,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170730_0,229,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170731_0,238,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170801_0,237,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170802_0,223,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170803_0,223,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170804_0,191,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170805_0,196,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170806_0,167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170807_0,163,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170808_0,149,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170809_0,149,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170810_0,137,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170811_0,130,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170812_0,124,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170813_0,119,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170814_0,114,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170815_0,105,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170816_0,55,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170817_0,48,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170818_0,40,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170819_0,45,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170820_0,58,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170821_0,66,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170822_0,70,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170823_0,59,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170824_0,61,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170825_0,62,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170826_0,36,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170827_0,23,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170828_0,21,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170829_0,20,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170830_0,7,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170831_0,21,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170901_0,34,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170902_0,42,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170903_0,50,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170904_0,1,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170905_0,20,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170906_0,29,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170907_0,35,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170908_0,37,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170909_0,39,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170910_0,-22,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170911_0,4,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170912_0,18,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170913_0,21,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170914_0,29,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170915_0,36,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170916_0,16,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170917_0,29,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170918_0,36,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170919_0,-12,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170920_0,4,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170921_0,19,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170922_0,25,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170923_0,30,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170924_0,32,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170925_0,32,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170926_0,-17,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170927_0,-49,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170928_0,-17,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170929_0,-1,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170930_0,5,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171001_0,9,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171002_0,11,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171003_0,12,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171004_0,14,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171005_0,15,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171006_0,5,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171007_0,2,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171008_0,-8,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171009_0,-22,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171010_0,-34,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171011_0,-49,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171012_0,-64,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171013_0,-76,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171014_0,-94,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171015_0,-99,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171016_0,-99,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171017_0,-96,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171018_0,-84,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171019_0,-80,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171020_0,-75,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171021_0,-74,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171022_0,-75,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171023_0,-77,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171024_0,-79,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
